,Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4
4077,Typhoid, chills, vomiting, fatigue, high fever
4078,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4079,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4080,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4081,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4082,Hepatitis E, joint pain, vomiting, fatigue, high fever
4083,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4084,Tuberculosis, chills, vomiting, fatigue, weight loss
4085,Common Cold, continuous sneezing, chills, fatigue, cough
4086,Pneumonia, chills, fatigue, cough, high fever
4087,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4088,Heart attack, vomiting, breathlessness, sweating, chest pain
4089,Varicose veins, fatigue, cramps, bruising, obesity
4090,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4091,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4092,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4093,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4094,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4095,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4096,Acne, skin rash, pus filled pimples, blackheads, scurring
4097,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4098,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4099,Impetigo, skin rash, high fever, blister, red sore around nose
4100,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4101,Allergy, continuous sneezing, shivering, chills, watering from eyes
4102,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4103,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4104,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4105,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4106,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4107,Diabetes , fatigue, weight loss, restlessness, lethargy
4108,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4109,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4110,Hypertension , headache, chest pain, dizziness, loss of balance
4111,Migraine, acidity, indigestion, headache, blurred and distorted vision
4112,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4113,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4114,Jaundice,itching, vomiting, fatigue, weight loss
4115,Malaria, chills, vomiting, high fever, sweating
4116,Chicken pox,itching, skin rash, fatigue, lethargy
4117,Dengue, skin rash, chills, joint pain, vomiting
4118,Typhoid, chills, vomiting, fatigue, high fever
4119,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4120,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4121,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4122,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4123,Hepatitis E, joint pain, vomiting, fatigue, high fever
4124,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4125,Tuberculosis, chills, vomiting, fatigue, weight loss
4126,Common Cold, continuous sneezing, chills, fatigue, cough
4127,Pneumonia, chills, fatigue, cough, high fever
4128,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4129,Heart attack, vomiting, breathlessness, sweating, chest pain
4130,Varicose veins, fatigue, cramps, bruising, obesity
4131,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4132,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4133,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4134,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4135,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4136,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4137,Acne, skin rash, pus filled pimples, blackheads, scurring
4138,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4139,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4140,Impetigo, skin rash, high fever, blister, red sore around nose
4141,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4142,Allergy, continuous sneezing, shivering, chills, watering from eyes
4143,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4144,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4145,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4146,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4147,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4148,Diabetes , fatigue, weight loss, restlessness, lethargy
4149,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4150,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4151,Hypertension , headache, chest pain, dizziness, loss of balance
4152,Migraine, acidity, indigestion, headache, blurred and distorted vision
4153,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4154,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4155,Jaundice,itching, vomiting, fatigue, weight loss
4156,Malaria, chills, vomiting, high fever, sweating
4157,Chicken pox,itching, skin rash, fatigue, lethargy
4158,Dengue, skin rash, chills, joint pain, vomiting
4159,Typhoid, chills, vomiting, fatigue, high fever
4160,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4161,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4162,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4163,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4164,Hepatitis E, joint pain, vomiting, fatigue, high fever
4165,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4166,Tuberculosis, chills, vomiting, fatigue, weight loss
4167,Common Cold, continuous sneezing, chills, fatigue, cough
4168,Pneumonia, chills, fatigue, cough, high fever
4169,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4170,Heart attack, vomiting, breathlessness, sweating, chest pain
4171,Varicose veins, fatigue, cramps, bruising, obesity
4172,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4173,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4174,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4175,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4176,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4177,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4178,Acne, skin rash, pus filled pimples, blackheads, scurring
4179,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4180,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4181,Impetigo, skin rash, high fever, blister, red sore around nose
4182,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4183,Allergy, continuous sneezing, shivering, chills, watering from eyes
4184,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4185,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4186,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4187,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4188,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4189,Diabetes , fatigue, weight loss, restlessness, lethargy
4190,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4191,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4192,Hypertension , headache, chest pain, dizziness, loss of balance
4193,Migraine, acidity, indigestion, headache, blurred and distorted vision
4194,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4195,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4196,Jaundice,itching, vomiting, fatigue, weight loss
4197,Malaria, chills, vomiting, high fever, sweating
4198,Chicken pox,itching, skin rash, fatigue, lethargy
4199,Dengue, skin rash, chills, joint pain, vomiting
4200,Typhoid, chills, vomiting, fatigue, high fever
4201,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4202,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4203,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4204,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4205,Hepatitis E, joint pain, vomiting, fatigue, high fever
4206,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4207,Tuberculosis, chills, vomiting, fatigue, weight loss
4208,Common Cold, continuous sneezing, chills, fatigue, cough
4209,Pneumonia, chills, fatigue, cough, high fever
4210,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4211,Heart attack, vomiting, breathlessness, sweating, chest pain
4212,Varicose veins, fatigue, cramps, bruising, obesity
4213,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4214,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4215,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4216,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4217,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4218,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4219,Acne, skin rash, pus filled pimples, blackheads, scurring
4220,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4221,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4222,Impetigo, skin rash, high fever, blister, red sore around nose
4223,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4224,Allergy, continuous sneezing, shivering, chills, watering from eyes
4225,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4226,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4227,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4228,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4229,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4230,Diabetes , fatigue, weight loss, restlessness, lethargy
4231,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4232,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4233,Hypertension , headache, chest pain, dizziness, loss of balance
4234,Migraine, acidity, indigestion, headache, blurred and distorted vision
4235,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4236,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4237,Jaundice,itching, vomiting, fatigue, weight loss
4238,Malaria, chills, vomiting, high fever, sweating
4239,Chicken pox,itching, skin rash, fatigue, lethargy
4240,Dengue, skin rash, chills, joint pain, vomiting
4241,Typhoid, chills, vomiting, fatigue, high fever
4242,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4243,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4244,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4245,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4246,Hepatitis E, joint pain, vomiting, fatigue, high fever
4247,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4248,Tuberculosis, chills, vomiting, fatigue, weight loss
4249,Common Cold, continuous sneezing, chills, fatigue, cough
4250,Pneumonia, chills, fatigue, cough, high fever
4251,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4252,Heart attack, vomiting, breathlessness, sweating, chest pain
4253,Varicose veins, fatigue, cramps, bruising, obesity
4254,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4255,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4256,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4257,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4258,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4259,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4260,Acne, skin rash, pus filled pimples, blackheads, scurring
4261,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4262,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4263,Impetigo, skin rash, high fever, blister, red sore around nose
4264,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4265,Allergy, continuous sneezing, shivering, chills, watering from eyes
4266,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4267,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4268,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4269,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4270,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4271,Diabetes , fatigue, weight loss, restlessness, lethargy
4272,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4273,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4274,Hypertension , headache, chest pain, dizziness, loss of balance
4275,Migraine, acidity, indigestion, headache, blurred and distorted vision
4276,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4277,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4278,Jaundice,itching, vomiting, fatigue, weight loss
4279,Malaria, chills, vomiting, high fever, sweating
4280,Chicken pox,itching, skin rash, fatigue, lethargy
4281,Dengue, skin rash, chills, joint pain, vomiting
4282,Typhoid, chills, vomiting, fatigue, high fever
4283,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4284,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4285,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4286,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4287,Hepatitis E, joint pain, vomiting, fatigue, high fever
4288,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4289,Tuberculosis, chills, vomiting, fatigue, weight loss
4290,Common Cold, continuous sneezing, chills, fatigue, cough
4291,Pneumonia, chills, fatigue, cough, high fever
4292,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4293,Heart attack, vomiting, breathlessness, sweating, chest pain
4294,Varicose veins, fatigue, cramps, bruising, obesity
4295,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4296,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4297,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4298,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4299,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4300,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4301,Acne, skin rash, pus filled pimples, blackheads, scurring
4302,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4303,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4304,Impetigo, skin rash, high fever, blister, red sore around nose
4305,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4306,Allergy, continuous sneezing, shivering, chills, watering from eyes
4307,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4308,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4309,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4310,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4311,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4312,Diabetes , fatigue, weight loss, restlessness, lethargy
4313,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4314,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4315,Hypertension , headache, chest pain, dizziness, loss of balance
4316,Migraine, acidity, indigestion, headache, blurred and distorted vision
4317,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4318,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4319,Jaundice,itching, vomiting, fatigue, weight loss
4320,Malaria, chills, vomiting, high fever, sweating
4321,Chicken pox,itching, skin rash, fatigue, lethargy
4322,Dengue, skin rash, chills, joint pain, vomiting
4323,Typhoid, chills, vomiting, fatigue, high fever
4324,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4325,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4326,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4327,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4328,Hepatitis E, joint pain, vomiting, fatigue, high fever
4329,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4330,Tuberculosis, chills, vomiting, fatigue, weight loss
4331,Common Cold, continuous sneezing, chills, fatigue, cough
4332,Pneumonia, chills, fatigue, cough, high fever
4333,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4334,Heart attack, vomiting, breathlessness, sweating, chest pain
4335,Varicose veins, fatigue, cramps, bruising, obesity
4336,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4337,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4338,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4339,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4340,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4341,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4342,Acne, skin rash, pus filled pimples, blackheads, scurring
4343,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4344,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4345,Impetigo, skin rash, high fever, blister, red sore around nose
4346,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4347,Allergy, continuous sneezing, shivering, chills, watering from eyes
4348,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4349,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4350,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4351,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4352,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4353,Diabetes , fatigue, weight loss, restlessness, lethargy
4354,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4355,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4356,Hypertension , headache, chest pain, dizziness, loss of balance
4357,Migraine, acidity, indigestion, headache, blurred and distorted vision
4358,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4359,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4360,Jaundice,itching, vomiting, fatigue, weight loss
4361,Malaria, chills, vomiting, high fever, sweating
4362,Chicken pox,itching, skin rash, fatigue, lethargy
4363,Dengue, skin rash, chills, joint pain, vomiting
4364,Typhoid, chills, vomiting, fatigue, high fever
4365,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4366,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4367,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4368,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4369,Hepatitis E, joint pain, vomiting, fatigue, high fever
4370,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4371,Tuberculosis, chills, vomiting, fatigue, weight loss
4372,Common Cold, continuous sneezing, chills, fatigue, cough
4373,Pneumonia, chills, fatigue, cough, high fever
4374,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4375,Heart attack, vomiting, breathlessness, sweating, chest pain
4376,Varicose veins, fatigue, cramps, bruising, obesity
4377,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4378,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4379,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4380,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4381,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4382,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4383,Acne, skin rash, pus filled pimples, blackheads, scurring
4384,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4385,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4386,Impetigo, skin rash, high fever, blister, red sore around nose
4387,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4388,Allergy, continuous sneezing, shivering, chills, watering from eyes
4389,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4390,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4391,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4392,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4393,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4394,Diabetes , fatigue, weight loss, restlessness, lethargy
4395,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4396,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4397,Hypertension , headache, chest pain, dizziness, loss of balance
4398,Migraine, acidity, indigestion, headache, blurred and distorted vision
4399,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4400,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4401,Jaundice,itching, vomiting, fatigue, weight loss
4402,Malaria, chills, vomiting, high fever, sweating
4403,Chicken pox,itching, skin rash, fatigue, lethargy
4404,Dengue, skin rash, chills, joint pain, vomiting
4405,Typhoid, chills, vomiting, fatigue, high fever
4406,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4407,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4408,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4409,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4410,Hepatitis E, joint pain, vomiting, fatigue, high fever
4411,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4412,Tuberculosis, chills, vomiting, fatigue, weight loss
4413,Common Cold, continuous sneezing, chills, fatigue, cough
4414,Pneumonia, chills, fatigue, cough, high fever
4415,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4416,Heart attack, vomiting, breathlessness, sweating, chest pain
4417,Varicose veins, fatigue, cramps, bruising, obesity
4418,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4419,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4420,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4421,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4422,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4423,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4424,Acne, skin rash, pus filled pimples, blackheads, scurring
4425,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4426,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4427,Impetigo, skin rash, high fever, blister, red sore around nose
4428,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4429,Allergy, continuous sneezing, shivering, chills, watering from eyes
4430,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4431,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4432,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4433,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4434,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4435,Diabetes , fatigue, weight loss, restlessness, lethargy
4436,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4437,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4438,Hypertension , headache, chest pain, dizziness, loss of balance
4439,Migraine, acidity, indigestion, headache, blurred and distorted vision
4440,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4441,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4442,Jaundice,itching, vomiting, fatigue, weight loss
4443,Malaria, chills, vomiting, high fever, sweating
4444,Chicken pox,itching, skin rash, fatigue, lethargy
4445,Dengue, skin rash, chills, joint pain, vomiting
4446,Typhoid, chills, vomiting, fatigue, high fever
4447,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4448,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4449,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4450,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4451,Hepatitis E, joint pain, vomiting, fatigue, high fever
4452,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4453,Tuberculosis, chills, vomiting, fatigue, weight loss
4454,Common Cold, continuous sneezing, chills, fatigue, cough
4455,Pneumonia, chills, fatigue, cough, high fever
4456,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4457,Heart attack, vomiting, breathlessness, sweating, chest pain
4458,Varicose veins, fatigue, cramps, bruising, obesity
4459,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4460,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4461,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4462,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4463,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4464,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4465,Acne, skin rash, pus filled pimples, blackheads, scurring
4466,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4467,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4468,Impetigo, skin rash, high fever, blister, red sore around nose
4469,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4470,Allergy, continuous sneezing, shivering, chills, watering from eyes
4471,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4472,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4473,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4474,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4475,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4476,Diabetes , fatigue, weight loss, restlessness, lethargy
4477,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4478,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4479,Hypertension , headache, chest pain, dizziness, loss of balance
4480,Migraine, acidity, indigestion, headache, blurred and distorted vision
4481,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4482,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4483,Jaundice,itching, vomiting, fatigue, weight loss
4484,Malaria, chills, vomiting, high fever, sweating
4485,Chicken pox,itching, skin rash, fatigue, lethargy
4486,Dengue, skin rash, chills, joint pain, vomiting
4487,Typhoid, chills, vomiting, fatigue, high fever
4488,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4489,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4490,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4491,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4492,Hepatitis E, joint pain, vomiting, fatigue, high fever
4493,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4494,Tuberculosis, chills, vomiting, fatigue, weight loss
4495,Common Cold, continuous sneezing, chills, fatigue, cough
4496,Pneumonia, chills, fatigue, cough, high fever
4497,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4498,Heart attack, vomiting, breathlessness, sweating, chest pain
4499,Varicose veins, fatigue, cramps, bruising, obesity
4500,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4501,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4502,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4503,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4504,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4505,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4506,Acne, skin rash, pus filled pimples, blackheads, scurring
4507,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4508,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
